candidate_id,gender,ethnicity,age,education_level,years_experience,skills_score,interview_score,university_rank,employment_gap,hired
1152,Female,Asian,36,Bachelors,14.8,63.1,73.5,2,0,0
1153,Male,Caucasian,33,Masters,10.6,60.1,67.3,2,0,1
1154,Male,Caucasian,29,Masters,7.3,72.8,67.1,1,0,1
1155,Male,Caucasian,25,Bachelors,9.1,94.6,100.0,2,0,0
1156,Male,Caucasian,43,Bachelors,24.8,88.5,74.7,1,0,1
1157,Male,Caucasian,35,Bachelors,17.4,76.3,82.3,2,0,1
1158,Male,Caucasian,33,Bachelors,8.0,39.5,48.8,1,0,0
1159,Male,Caucasian,28,Bachelors,6.7,66.0,43.2,1,0,1
1160,Female,African_American,31,Bachelors,8.5,64.0,61.0,2,0,0
1161,Male,Asian,32,Bachelors,12.3,67.2,64.1,2,0,0
1162,Male,Caucasian,34,Masters,15.4,74.9,68.5,1,0,0
1163,Female,Caucasian,36,Bachelors,15.8,70.4,59.8,2,0,1
1164,Male,Caucasian,26,Bachelors,3.0,67.6,73.7,1,0,0
1165,Male,Hispanic,21,Bachelors,0.0,69.9,76.3,2,0,0
1166,Female,Asian,32,PhD,12.4,60.8,58.8,2,1,0
1167,Female,Asian,21,Bachelors,1.7,53.6,54.7,1,1,0
1168,Male,Caucasian,29,Bachelors,8.3,98.5,70.6,1,0,1
1169,Female,Caucasian,28,Bachelors,7.3,61.0,65.6,2,0,0
1170,Male,Asian,34,Masters,13.1,40.7,67.9,2,0,1
1171,Male,Other,44,Bachelors,23.6,93.2,96.8,3,1,0
1172,Female,Caucasian,21,Bachelors,1.6,56.2,52.7,2,0,0
1173,Male,Caucasian,46,Masters,26.4,86.2,100.0,2,0,0
1174,Female,Caucasian,29,Masters,8.1,58.3,56.7,2,0,0
1175,Male,Caucasian,33,Bachelors,11.9,81.9,61.9,3,0,1
1176,Female,Other,22,Bachelors,0.8,62.1,46.8,3,0,0
1177,Male,Asian,37,PhD,14.2,83.0,61.7,1,0,1
1178,Male,Caucasian,31,PhD,8.2,71.7,72.4,3,0,1
1179,Male,Caucasian,31,Masters,11.3,66.0,62.2,1,0,1
1180,Male,Caucasian,21,Masters,0.0,77.8,64.2,3,0,0
1181,Female,Caucasian,31,Masters,11.9,62.2,53.0,2,0,1
1182,Male,Caucasian,36,PhD,14.9,49.4,43.1,2,0,1
1183,Male,Hispanic,29,Bachelors,9.9,62.2,52.5,2,0,1
1184,Male,Asian,39,PhD,19.5,100.0,96.2,1,0,1
1185,Male,Caucasian,38,Masters,18.9,50.8,78.6,2,1,0
1186,Female,Asian,27,Bachelors,4.9,65.8,87.6,2,0,1
1187,Male,Asian,41,Bachelors,20.9,66.8,74.0,1,0,1
1188,Female,Caucasian,31,Bachelors,11.7,91.1,73.2,2,1,0
1189,Male,Asian,31,Masters,6.4,55.6,51.6,3,0,1
1190,Male,Asian,32,Masters,14.9,71.3,77.3,3,0,0
1191,Male,Hispanic,31,Bachelors,15.2,78.9,69.4,2,0,0
1192,Male,Caucasian,21,Masters,2.2,72.2,73.7,2,0,1
1193,Female,Caucasian,30,Bachelors,10.9,57.2,83.6,2,1,1
1194,Female,Caucasian,22,Bachelors,2.4,66.9,68.4,2,0,0
1195,Female,Caucasian,42,Bachelors,20.3,63.2,91.1,3,1,0
1196,Male,Caucasian,41,Masters,19.7,70.4,54.2,2,0,1
1197,Male,Hispanic,37,Bachelors,18.2,82.1,79.5,2,0,0
1198,Male,Caucasian,29,Bachelors,5.8,79.7,76.6,1,0,1
1199,Male,Caucasian,24,Bachelors,0.6,81.7,62.1,2,0,0
1200,Female,Other,27,Masters,5.1,67.0,75.5,3,1,0
1201,Male,Caucasian,44,PhD,24.5,87.0,95.2,3,0,1
1202,Male,Caucasian,27,Masters,4.0,91.5,100.0,2,0,1
1203,Female,Caucasian,21,Masters,0.0,63.5,68.9,1,0,0
1204,Female,Caucasian,38,Bachelors,16.8,77.9,49.0,3,0,0
1205,Male,Caucasian,41,Bachelors,17.7,57.6,66.4,2,0,1
1206,Male,Asian,42,Masters,15.4,40.7,60.3,1,0,0
1207,Male,Caucasian,38,Bachelors,14.6,98.2,80.2,1,0,0
1208,Male,Caucasian,39,Bachelors,18.6,70.2,70.2,2,0,0
1209,Male,Caucasian,31,Bachelors,11.1,77.8,66.0,3,1,0
1210,Male,Hispanic,21,Masters,1.1,54.1,57.2,3,0,0
1211,Female,Caucasian,31,Bachelors,11.4,50.7,69.1,3,0,0
1212,Female,Asian,35,Bachelors,12.6,53.4,75.0,3,0,0
1213,Male,Caucasian,30,Masters,7.1,82.9,59.3,3,0,1
1214,Male,Caucasian,30,Bachelors,9.9,67.8,60.2,1,0,1
1215,Male,Caucasian,25,Bachelors,3.5,70.1,48.5,1,0,0
1216,Male,Caucasian,24,Masters,5.1,64.8,86.7,1,0,0
1217,Male,Caucasian,43,PhD,22.9,89.7,88.8,2,0,0
1218,Male,Asian,43,Bachelors,25.0,81.3,49.7,3,0,0
1219,Female,Caucasian,31,Bachelors,8.9,60.9,61.7,3,1,0
1220,Male,Caucasian,33,Bachelors,14.5,83.4,71.5,3,0,0
1221,Male,Caucasian,25,Bachelors,8.7,71.3,59.1,2,0,0
1222,Male,Caucasian,35,Masters,14.1,70.1,80.0,2,0,1
1223,Female,Caucasian,42,Masters,22.1,66.6,77.8,2,0,0
1224,Male,Caucasian,21,Bachelors,0.0,82.9,77.8,2,0,0
1225,Male,Caucasian,34,Masters,15.1,62.9,55.9,2,0,1
1226,Female,Caucasian,35,Bachelors,16.6,73.7,61.9,2,1,0
1227,Male,Caucasian,34,Bachelors,11.9,100.0,84.5,1,0,1
1228,Male,Caucasian,42,PhD,22.3,76.9,65.8,1,0,0
1229,Female,Caucasian,44,Bachelors,23.6,67.7,66.2,3,0,0
1230,Male,Caucasian,29,Bachelors,8.9,73.4,76.1,2,0,0
1231,Male,Hispanic,35,Masters,15.9,76.2,52.5,2,0,0
1232,Male,Caucasian,32,Bachelors,12.2,53.6,49.4,3,0,0
1233,Male,Hispanic,27,Bachelors,5.7,92.1,79.3,2,0,0
1234,Female,Caucasian,33,Bachelors,13.9,80.0,91.8,2,0,0
1235,Male,Caucasian,35,Bachelors,16.6,66.1,75.5,2,0,1
1236,Male,Caucasian,32,Bachelors,9.7,74.9,70.2,1,0,0
1237,Male,Caucasian,25,Bachelors,4.0,67.3,70.8,2,0,0
1238,Male,Asian,28,Bachelors,2.9,73.9,68.4,3,0,0
1239,Male,Hispanic,28,Bachelors,8.3,70.8,80.9,2,0,1
1240,Male,Caucasian,26,Masters,7.8,77.5,76.8,1,0,1
1241,Female,Asian,33,Masters,11.4,49.3,71.5,1,0,0
1242,Male,Caucasian,34,Masters,13.3,68.2,50.2,3,0,1
1243,Male,Caucasian,37,Masters,15.5,89.4,68.5,2,0,1
1244,Male,Hispanic,25,Masters,3.1,63.1,67.0,3,0,0
1245,Male,Caucasian,27,Bachelors,6.5,40.1,57.0,2,0,0
1246,Male,Caucasian,41,Bachelors,18.2,72.5,97.7,1,1,0
1247,Male,African_American,30,Bachelors,8.5,100.0,62.3,2,0,0
1248,Male,African_American,31,Bachelors,7.9,81.0,73.2,2,0,1
1249,Female,Asian,30,PhD,10.4,55.1,58.4,3,1,0
1250,Female,Caucasian,38,Bachelors,17.6,66.5,68.4,2,0,0
1251,Male,Hispanic,39,Masters,17.0,78.8,93.1,2,0,0
1252,Male,Caucasian,38,Bachelors,17.1,51.7,68.0,2,0,0
1253,Male,Caucasian,31,Bachelors,9.5,63.4,44.6,1,0,1
1254,Male,Caucasian,25,Bachelors,6.6,79.7,91.2,3,0,1
1255,Male,African_American,44,Bachelors,22.0,90.7,97.0,2,0,1
1256,Female,African_American,37,Bachelors,17.5,57.0,63.5,3,0,0
1257,Female,Asian,28,Masters,5.4,83.1,55.3,2,1,0
1258,Female,Caucasian,40,Bachelors,20.9,57.4,58.8,2,0,0
1259,Male,Caucasian,28,Masters,9.4,30.5,51.4,2,0,0
1260,Female,Caucasian,40,PhD,21.5,76.9,83.3,2,0,0
1261,Male,Hispanic,41,Bachelors,23.4,77.0,50.1,3,0,0
1262,Male,Caucasian,25,PhD,4.7,84.1,66.0,2,1,0
1263,Male,Caucasian,35,Bachelors,16.8,83.6,88.2,2,0,1
1264,Female,Asian,36,Bachelors,18.7,65.2,82.9,2,0,0
1265,Male,Caucasian,48,Bachelors,24.4,71.1,73.3,3,0,0
1266,Female,Hispanic,26,Bachelors,3.6,59.8,75.7,3,0,0
1267,Male,Caucasian,40,Bachelors,15.6,68.5,72.1,1,0,1
1268,Female,Hispanic,31,Bachelors,12.4,57.5,72.2,3,0,0
1269,Male,Caucasian,23,Masters,0.0,51.0,58.8,3,0,0
1270,Male,Caucasian,30,Bachelors,4.9,58.7,67.0,1,0,1
1271,Female,Caucasian,31,Masters,7.5,65.1,50.1,2,0,0
1272,Male,Caucasian,24,Bachelors,0.0,45.4,62.6,3,0,0
1273,Male,Caucasian,33,Bachelors,12.6,48.4,40.6,2,0,1
1274,Male,Caucasian,37,Bachelors,13.5,70.2,76.3,3,0,1
1275,Male,Caucasian,33,Bachelors,8.1,72.8,63.8,1,0,1
1276,Male,Asian,27,Bachelors,5.9,65.9,69.7,2,1,0
1277,Male,Caucasian,30,Masters,9.0,43.6,41.5,2,0,0
1278,Male,Asian,31,Bachelors,5.7,90.2,72.6,2,1,1
1279,Female,Asian,32,Bachelors,9.4,44.0,57.6,3,1,0
1280,Male,Caucasian,38,Masters,16.8,63.9,73.2,2,0,1
1281,Male,Asian,33,Masters,11.2,53.6,71.6,3,0,0
1282,Male,Caucasian,22,PhD,0.2,91.4,65.5,1,0,0
1283,Male,Caucasian,27,Bachelors,8.7,80.0,55.0,3,0,1
1284,Male,Caucasian,32,Masters,15.9,68.3,54.9,2,0,1
1285,Female,Hispanic,38,Bachelors,16.3,55.6,46.8,2,0,0
1286,Female,Caucasian,39,Masters,15.0,69.5,86.0,2,0,0
1287,Male,Caucasian,43,Bachelors,21.5,58.3,77.1,1,0,1
1288,Male,African_American,32,Bachelors,11.4,74.9,58.2,1,1,0
1289,Male,Caucasian,36,PhD,14.9,67.4,86.6,3,0,1
1290,Male,Hispanic,22,Masters,2.4,76.8,86.6,3,0,0
1291,Male,Asian,34,Masters,18.1,76.3,51.4,1,0,1
1292,Male,African_American,24,Bachelors,0.0,62.3,50.9,1,0,0
1293,Male,Hispanic,31,Masters,8.8,43.3,32.9,2,0,0
1294,Male,Other,51,Bachelors,30.0,66.8,64.7,3,0,0
1295,Male,Caucasian,33,Bachelors,10.8,55.7,59.8,2,0,1
1296,Male,Hispanic,25,Bachelors,5.8,71.0,68.2,2,1,0
1297,Male,Hispanic,34,Bachelors,14.5,66.7,41.4,2,0,0
1298,Male,Asian,28,Bachelors,9.8,62.4,46.2,3,0,0
1299,Female,Caucasian,25,Masters,8.4,50.4,59.8,2,0,1
1300,Male,African_American,45,Bachelors,24.8,85.4,83.4,1,0,0
1301,Male,Caucasian,38,Masters,13.0,68.6,42.5,2,0,0
1302,Male,Caucasian,33,PhD,10.4,100.0,68.6,3,0,1
1303,Female,Caucasian,28,Bachelors,12.0,67.7,78.5,3,0,0
1304,Male,Caucasian,29,Masters,4.7,79.1,57.8,3,0,1
1305,Female,Asian,41,Bachelors,21.1,63.2,63.6,3,0,0
1306,Female,Caucasian,33,PhD,6.2,71.6,52.5,2,0,0
1307,Male,Asian,21,Bachelors,0.0,84.2,85.3,2,0,0
1308,Male,Hispanic,47,Bachelors,28.0,84.4,51.2,3,0,0
1309,Male,Caucasian,32,Bachelors,11.1,51.5,53.7,1,1,0
1310,Female,Asian,33,PhD,11.1,73.8,80.9,3,0,1
1311,Male,Caucasian,38,Bachelors,15.1,81.0,80.9,1,0,1
1312,Female,Hispanic,34,Masters,8.4,63.2,58.2,3,1,0
1313,Male,African_American,36,Bachelors,16.6,92.3,71.4,1,0,0
1314,Male,Caucasian,28,Masters,6.3,97.3,79.7,1,0,0
1315,Male,Asian,23,Bachelors,0.0,81.8,58.5,2,0,1
1316,Female,Caucasian,33,Bachelors,12.1,60.1,60.9,2,0,1
1317,Male,Caucasian,40,Bachelors,20.3,59.0,60.5,1,1,0
1318,Male,Asian,27,Bachelors,5.5,79.8,67.9,1,1,0
1319,Female,Caucasian,26,Masters,5.3,84.9,87.7,3,1,0
1320,Female,Asian,39,Masters,18.1,36.3,36.1,3,1,0
1321,Male,Caucasian,28,Bachelors,5.4,88.6,57.3,2,0,1
1322,Male,Caucasian,28,Bachelors,7.1,71.2,61.9,1,0,1
1323,Male,Hispanic,29,Bachelors,9.7,46.5,56.1,3,0,0
1324,Female,Caucasian,31,Masters,12.4,73.3,68.0,2,1,0
1325,Male,Caucasian,21,Masters,1.8,86.3,74.7,1,0,0
1326,Female,Caucasian,27,Masters,4.4,62.6,49.9,2,0,0
1327,Male,Hispanic,32,Masters,12.5,56.3,48.2,1,0,0
1328,Male,Caucasian,32,Bachelors,12.1,96.8,76.4,1,0,1
1329,Male,Caucasian,39,Bachelors,16.4,65.8,58.4,2,0,1
1330,Male,Caucasian,43,Masters,20.9,89.6,91.5,1,1,1
1331,Female,Caucasian,41,Bachelors,21.6,47.5,58.3,2,0,0
1332,Male,African_American,37,Bachelors,19.2,75.4,64.1,2,0,0
1333,Male,Caucasian,30,Bachelors,4.8,79.5,85.9,2,1,0
1334,Female,Caucasian,27,Masters,9.8,78.6,77.6,2,0,0
1335,Female,Asian,31,Masters,12.7,82.1,57.9,3,1,0
1336,Female,Caucasian,35,PhD,14.5,56.6,21.2,1,1,0
1337,Male,Caucasian,36,Bachelors,14.4,81.3,57.8,1,0,0
1338,Male,Caucasian,35,Bachelors,14.9,56.7,67.3,2,0,0
1339,Female,Caucasian,30,Bachelors,7.5,49.3,66.8,2,0,0
1340,Male,Asian,36,Masters,14.6,62.5,43.5,2,0,0
1341,Male,Hispanic,39,Bachelors,14.6,75.3,78.3,2,0,1
1342,Female,Hispanic,37,PhD,12.0,84.5,82.9,2,0,1
1343,Male,Hispanic,31,Bachelors,15.4,94.2,97.6,1,0,0
1344,Male,Caucasian,26,Masters,5.1,69.9,78.8,2,0,1
1345,Female,Caucasian,25,Masters,4.5,71.2,84.4,2,1,0
1346,Male,Asian,27,Bachelors,5.9,82.3,80.1,2,0,1
1347,Male,African_American,33,Masters,10.1,79.9,78.4,1,0,0
1348,Male,Asian,34,Bachelors,12.3,67.8,62.2,3,0,0
1349,Male,Caucasian,22,Masters,1.2,75.5,80.4,1,0,1
1350,Male,Asian,28,Masters,6.5,68.6,50.7,2,0,1
1351,Female,Asian,33,Bachelors,10.3,60.0,60.3,2,1,1
1352,Female,African_American,25,Bachelors,5.1,58.3,67.5,2,0,0
1353,Male,Asian,34,PhD,13.4,68.4,83.5,3,0,0
1354,Male,Caucasian,29,PhD,8.9,69.2,61.3,1,0,0
1355,Female,Caucasian,26,Masters,6.6,52.4,69.4,1,0,0
1356,Male,Caucasian,31,PhD,9.6,85.7,73.8,1,0,1
1357,Male,Caucasian,34,Bachelors,12.6,81.2,85.5,3,0,0
1358,Male,African_American,25,Bachelors,7.4,94.4,71.3,3,0,0
1359,Female,Caucasian,29,Bachelors,5.8,72.0,77.3,3,0,0
1360,Male,Caucasian,34,Bachelors,8.7,69.1,65.9,2,0,0
1361,Male,Caucasian,26,Bachelors,6.3,66.4,51.3,1,0,0
1362,Male,Asian,21,Masters,0.0,70.6,66.0,3,0,0
1363,Male,Caucasian,21,Bachelors,0.0,81.7,89.8,1,0,0
1364,Male,Caucasian,28,Bachelors,9.0,71.3,56.0,1,0,1
1365,Male,Hispanic,22,Masters,0.7,50.9,39.2,3,0,0
1366,Male,Caucasian,29,Masters,5.1,64.9,69.5,1,0,0
1367,Male,Caucasian,42,PhD,25.5,74.7,50.0,3,0,0
1368,Male,Caucasian,22,Bachelors,0.0,84.1,94.0,2,0,0
1369,Male,Caucasian,29,Masters,7.8,55.2,77.8,3,0,1
1370,Male,Asian,45,Bachelors,19.7,73.4,81.8,2,0,0
1371,Male,Hispanic,34,Bachelors,13.6,72.9,69.0,2,0,1
1372,Female,Caucasian,29,Masters,6.5,61.3,82.7,2,0,0
1373,Male,African_American,30,Bachelors,10.9,62.4,79.5,3,0,0
1374,Female,Asian,34,Masters,13.0,53.1,51.8,3,1,0
1375,Female,Caucasian,42,Bachelors,24.1,69.0,84.2,3,0,0
1376,Male,Caucasian,28,Bachelors,6.0,89.1,67.1,3,0,1
1377,Male,Caucasian,26,Bachelors,1.3,90.1,76.2,2,0,1
1378,Female,Hispanic,22,Bachelors,1.5,48.1,33.9,3,0,0
1379,Male,Caucasian,32,Bachelors,10.4,72.1,70.4,1,0,1
1380,Male,Caucasian,22,Bachelors,0.0,46.0,50.8,3,0,1
1381,Male,Asian,28,Bachelors,4.6,71.4,62.8,3,0,1
1382,Male,Hispanic,25,Masters,2.3,77.8,69.8,1,0,0
1383,Male,Asian,38,Bachelors,20.6,90.4,71.8,2,0,0
1384,Female,Asian,28,Masters,8.6,39.5,51.2,3,0,0
1385,Female,Caucasian,34,Bachelors,12.2,53.1,73.6,3,0,0
1386,Male,Hispanic,21,Bachelors,1.1,71.9,55.8,1,0,1
1387,Female,Caucasian,32,Bachelors,6.3,46.2,64.8,2,0,1
1388,Male,Caucasian,23,Masters,0.7,76.7,73.8,2,0,0
1389,Female,African_American,28,Masters,7.9,70.8,72.4,2,0,0
1390,Male,Caucasian,45,Bachelors,24.4,57.8,60.4,3,0,0
1391,Female,Caucasian,37,Masters,14.8,68.9,58.3,2,0,0
1392,Female,Asian,30,Bachelors,8.9,46.9,60.1,2,1,0
1393,Male,Caucasian,52,Bachelors,30.0,92.4,86.0,3,0,0
1394,Male,Caucasian,25,Bachelors,4.0,77.2,61.9,1,0,0
1395,Female,Asian,39,Bachelors,20.0,54.4,42.9,2,0,0
1396,Male,Asian,21,Bachelors,0.7,53.9,59.7,2,0,0
1397,Male,Hispanic,29,Bachelors,9.2,75.1,79.4,3,0,0
1398,Female,Caucasian,22,Bachelors,4.9,84.9,87.8,3,0,0
1399,Male,Caucasian,33,Bachelors,13.9,64.5,78.9,2,0,1
1400,Male,Hispanic,31,Bachelors,14.0,64.3,68.8,2,0,0
1401,Male,Caucasian,29,Masters,6.5,64.7,61.4,2,0,0
1402,Male,Caucasian,38,Masters,13.3,94.7,81.1,2,0,1
1403,Female,Caucasian,27,Bachelors,5.7,42.4,37.4,2,0,0
1404,Male,Caucasian,33,Bachelors,11.5,91.2,71.0,1,1,1
1405,Male,Caucasian,36,Bachelors,18.4,69.6,66.6,1,0,1
1406,Male,Asian,21,Masters,0.0,69.1,63.8,3,0,0
1407,Female,African_American,26,Bachelors,4.8,58.3,62.2,3,0,0
1408,Male,Caucasian,31,Bachelors,10.9,77.6,55.2,1,0,1
1409,Female,Asian,35,PhD,14.2,53.2,44.4,3,0,0
1410,Female,Caucasian,40,Bachelors,18.6,81.0,82.9,2,1,0
1411,Female,Caucasian,30,Bachelors,9.8,81.5,63.8,3,0,0
1412,Female,Asian,29,Masters,10.5,49.9,48.3,2,0,0
1413,Female,Caucasian,25,PhD,7.5,75.9,71.9,3,0,0
1414,Female,African_American,33,Bachelors,12.1,58.1,49.8,1,0,0
1415,Male,Caucasian,29,Bachelors,6.1,75.2,83.6,3,0,1
1416,Female,Caucasian,29,Bachelors,11.5,87.0,61.8,3,0,0
1417,Male,Caucasian,30,Bachelors,6.5,65.7,65.2,1,0,1
1418,Male,Caucasian,35,Bachelors,18.1,86.5,67.6,1,0,1
1419,Female,Hispanic,27,Bachelors,9.1,68.6,68.6,3,0,0
1420,Female,Asian,26,Masters,8.4,60.2,56.1,1,0,0
1421,Female,Caucasian,34,Masters,14.6,72.0,68.3,1,1,0
1422,Male,Caucasian,21,PhD,0.0,77.7,86.4,2,0,0
1423,Male,Asian,27,Masters,3.6,54.9,50.9,1,0,0
1424,Male,Hispanic,24,Bachelors,3.7,62.1,54.8,2,0,0
1425,Male,Caucasian,39,Bachelors,16.4,60.9,58.7,2,0,0
1426,Male,Caucasian,28,Bachelors,6.3,70.9,85.7,1,1,0
1427,Male,Caucasian,27,Bachelors,7.4,92.0,78.5,1,0,0
1428,Male,Caucasian,31,Bachelors,9.6,82.1,89.0,1,0,0
1429,Female,Caucasian,27,Masters,3.2,48.6,53.6,3,0,0
1430,Male,Caucasian,28,Bachelors,9.0,70.9,82.3,1,0,0
1431,Female,Caucasian,32,Bachelors,12.2,70.2,72.5,3,0,0
1432,Male,Caucasian,28,Bachelors,6.4,84.2,82.0,2,0,1
1433,Male,Caucasian,28,PhD,8.6,66.0,48.1,2,0,1
1434,Male,African_American,24,Masters,3.2,53.9,39.6,2,0,0
1435,Male,Caucasian,24,Bachelors,6.1,73.8,82.4,1,0,0
1436,Female,Caucasian,31,Bachelors,10.3,74.6,82.7,2,0,0
1437,Male,Caucasian,33,PhD,15.0,77.6,100.0,2,0,1
1438,Male,Caucasian,22,Bachelors,0.0,63.0,45.8,2,0,1
1439,Female,Hispanic,36,Masters,16.1,85.5,81.9,1,0,0
1440,Female,Caucasian,36,Masters,14.1,65.9,53.0,3,0,0
1441,Male,Caucasian,37,Masters,14.0,77.0,62.5,1,0,0
1442,Male,African_American,33,Bachelors,14.7,61.4,56.7,2,0,0
1443,Male,Hispanic,35,PhD,16.0,84.4,80.0,2,0,0
1444,Male,Hispanic,45,Bachelors,19.4,77.4,63.6,1,0,0
1445,Male,Caucasian,29,Bachelors,9.6,78.6,72.6,3,0,1
1446,Male,Caucasian,24,Bachelors,4.4,59.5,71.7,2,0,1
1447,Female,Asian,21,Bachelors,0.0,76.9,84.8,2,1,0
1448,Male,Caucasian,42,Bachelors,19.1,84.3,83.7,1,0,1
1449,Male,Asian,42,Masters,17.3,83.2,80.2,3,0,1
1450,Male,Asian,25,Masters,3.2,70.5,66.1,3,0,1
1451,Female,Caucasian,26,Bachelors,4.6,66.2,58.6,1,0,0
1452,Male,Caucasian,29,Masters,9.8,72.1,75.1,1,0,0
1453,Female,Caucasian,39,PhD,18.6,96.8,69.6,2,1,0
1454,Female,Caucasian,23,Bachelors,0.0,60.1,63.5,2,0,0
1455,Male,Asian,21,Masters,0.5,54.6,46.1,2,0,0
1456,Male,Asian,45,PhD,23.4,65.1,64.3,2,0,1
1457,Male,Caucasian,33,Masters,9.8,67.6,53.5,2,0,0
1458,Male,Asian,34,Bachelors,9.3,86.4,71.7,1,0,1
1459,Female,Caucasian,30,Masters,10.4,49.6,48.2,2,0,0
1460,Male,Asian,34,Masters,14.0,62.7,53.9,1,0,0
1461,Female,Caucasian,21,Bachelors,1.3,69.7,66.3,1,1,0
1462,Male,Asian,26,Bachelors,3.3,86.5,47.5,3,0,0
1463,Male,Asian,32,Bachelors,11.4,79.3,51.0,1,0,1
1464,Male,Caucasian,21,Bachelors,0.0,95.5,91.2,1,0,0
1465,Male,Caucasian,29,Bachelors,5.7,79.0,74.2,3,0,1
1466,Female,Hispanic,29,Bachelors,8.1,60.1,53.4,3,1,0
1467,Male,Caucasian,29,Masters,8.6,85.6,87.8,3,0,1
1468,Male,Asian,27,Masters,2.3,52.2,50.0,1,0,0
1469,Female,African_American,25,Bachelors,1.6,40.5,44.3,3,0,0
1470,Male,Hispanic,21,Bachelors,0.0,82.7,65.1,2,0,0
1471,Female,Caucasian,32,Bachelors,13.2,69.9,90.3,3,0,0
1472,Male,Asian,29,Bachelors,6.1,82.5,77.2,1,0,0
1473,Male,Other,22,Masters,1.3,58.9,63.7,2,0,0
1474,Male,Caucasian,31,Bachelors,10.6,91.2,84.8,1,0,0
1475,Male,Caucasian,29,PhD,7.4,83.2,52.5,2,0,0
1476,Male,Caucasian,28,Bachelors,7.6,74.1,62.6,1,0,1
1477,Male,Hispanic,21,Bachelors,0.0,72.7,74.4,2,0,0
1478,Female,Caucasian,35,Masters,12.5,71.7,68.4,2,0,0
1479,Male,Caucasian,23,Bachelors,5.3,63.4,90.3,3,0,1
1480,Male,Caucasian,31,Bachelors,13.5,69.5,60.8,3,0,0
1481,Male,Asian,26,Bachelors,6.9,74.3,81.2,2,1,0
1482,Male,Caucasian,28,Masters,9.5,69.0,76.6,1,0,1
1483,Male,Hispanic,38,Bachelors,12.8,50.9,58.7,3,1,0
1484,Male,Asian,34,Masters,10.8,73.8,73.5,1,0,0
1485,Male,African_American,38,Masters,16.3,80.9,70.0,1,0,0
1486,Male,Hispanic,33,Masters,17.6,83.9,51.5,2,0,0
1487,Female,Caucasian,34,Masters,12.3,74.1,73.9,3,1,0
1488,Male,Asian,21,Masters,1.7,80.6,78.5,1,0,1
1489,Female,Caucasian,29,Masters,8.9,80.0,80.0,2,0,1
1490,Male,Other,30,Bachelors,9.8,71.0,68.8,1,0,0
1491,Male,Caucasian,39,Masters,17.9,47.0,66.5,2,0,0
1492,Female,Asian,28,Masters,4.2,77.8,61.4,3,0,0
1493,Male,Hispanic,33,Bachelors,5.8,58.4,78.7,2,0,0
1494,Female,Caucasian,32,Masters,13.9,52.5,46.0,2,1,0
1495,Male,Hispanic,39,Bachelors,16.6,55.7,58.3,3,0,1
1496,Male,Caucasian,30,Bachelors,4.7,100.0,92.2,1,0,0
1497,Female,Caucasian,36,Bachelors,16.0,72.9,62.9,2,0,0
1498,Male,Caucasian,21,Bachelors,1.0,61.0,71.5,2,0,0
1499,Male,Caucasian,21,Bachelors,1.8,65.6,61.0,2,1,1
1500,Male,Caucasian,21,Bachelors,2.6,74.5,71.4,2,0,0
1501,Female,African_American,36,Bachelors,12.9,69.8,65.2,1,1,0
1502,Female,Caucasian,35,Bachelors,12.0,70.8,61.0,3,1,0
1503,Male,Caucasian,37,Bachelors,15.3,62.4,90.3,2,0,0
1504,Male,Hispanic,27,Bachelors,7.9,74.1,59.7,3,0,0
1505,Female,Asian,27,PhD,1.2,54.8,31.7,3,1,0
1506,Male,Caucasian,30,Masters,9.3,88.1,67.8,2,0,1
1507,Female,African_American,40,Bachelors,21.1,63.4,65.4,2,1,0
1508,Male,Caucasian,42,Bachelors,23.0,64.6,60.0,2,0,0
1509,Male,Caucasian,36,Bachelors,16.6,83.5,87.1,2,0,1
1510,Female,Caucasian,33,Bachelors,14.4,72.2,80.5,3,0,0
1511,Male,Hispanic,40,Bachelors,12.7,63.8,60.3,3,0,0
1512,Male,Caucasian,29,Masters,11.7,84.0,55.0,2,0,1
1513,Male,Caucasian,28,Masters,7.8,82.7,59.1,3,0,0
1514,Female,Asian,30,Bachelors,12.1,78.3,71.7,3,0,1
1515,Female,Caucasian,25,Masters,1.3,76.4,52.2,3,0,0
1516,Male,Caucasian,30,Bachelors,5.0,71.7,64.0,1,0,1
1517,Male,Asian,24,Masters,7.1,48.0,72.5,1,0,1
1518,Female,Asian,38,PhD,14.9,65.1,68.9,3,1,0
1519,Male,Caucasian,35,Bachelors,13.3,78.9,72.9,2,1,0
1520,Male,Caucasian,40,Masters,20.2,75.2,57.9,2,0,0
1521,Male,African_American,21,Masters,1.8,30.9,48.2,2,1,0
1522,Male,Caucasian,43,Bachelors,24.5,83.3,71.7,1,0,1
1523,Female,Caucasian,21,Bachelors,0.5,55.3,62.3,2,1,0
1524,Female,Caucasian,23,Masters,0.0,76.1,79.6,2,1,0
1525,Female,Caucasian,27,Bachelors,7.6,89.3,88.9,2,0,0
1526,Male,Other,40,Bachelors,20.7,66.7,67.2,2,0,0
1527,Male,Caucasian,32,Masters,6.8,80.2,79.3,2,0,0
1528,Male,Caucasian,29,Bachelors,11.3,74.9,64.1,1,0,0
1529,Male,Caucasian,26,Bachelors,0.0,81.3,87.3,1,0,0
1530,Male,Caucasian,22,PhD,3.4,75.8,60.0,2,0,1
1531,Male,Caucasian,38,Bachelors,15.5,67.8,63.8,1,1,1
